Company_Names,Cars_Names,Engines,cc_capacity,horsepower,top_speed_kmh,perf_0_100_s,price,Fuel_Types,seats,torque_nm
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300.0,355.0,180.0,7.5,65500.0,Petrol,8.0,519.0
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,70000.0,Petrol,7.0,624.0
GMC,Terrain,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,29900.0,Petrol,5.0,275.0
GMC,Acadia,2.0L Turbo 4-cylinder,2000.0,228.0,200.0,7.8,36800.0,Petrol,7.0,350.0
GMC,Yukon,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,57400.0,Petrol,8.0,519.0
GMC,Yukon XL,6.2L V8 Gasoline,6200.0,420.0,200.0,6.9,61100.0,Petrol,8.0,624.0
GMC,Canyon,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,36900.0,Petrol,5.0,583.0
GMC,Sierra 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.3,37100.0,Petrol,6.0,519.0
GMC,Sierra 2500HD,6.6L V8 Diesel,6600.0,401.0,175.0,7.5,43900.0,Diesel,6.0,629.0
GMC,Sierra 3500HD,6.6L V8 Diesel,6600.0,445.0,175.0,7.4,49000.0,Diesel,6.0,1234.0
GMC,Hummer EV Pickup,Dual-Motor Electric,212.0,625.0,170.0,3.0,108700.0,Electric,5.0,1000.0
GMC,Hummer EV SUV,Dual-Motor Electric,212.0,625.0,170.0,3.5,105600.0,Electric,5.0,1000.0
GMC,Yukon Denali,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,72800.0,Petrol,8.0,624.0
GMC,Sierra Denali,6.2L V8 Gasoline,6200.0,420.0,190.0,6.7,66800.0,Petrol,6.0,624.0
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.6,36500.0,Petrol,5.0,275.0
GMC,Acadia AT4,3.6L V6 Gasoline,3600.0,310.0,210.0,7.6,41400.0,Petrol,6.0,366.0
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,53800.0,Petrol,6.0,519.0
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600.0,401.0,175.0,7.5,72200.0,Diesel,6.0,1234.0
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,45000.0,Petrol,5.0,583.0
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,43900.0,Petrol,5.0,583.0
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,48000.0,Petrol,5.0,583.0
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200.0,420.0,200.0,6.7,93800.0,Petrol,8.0,624.0
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,38600.0,Petrol,5.0,275.0
GMC,Acadia Denali,3.6L V6 engine,3564.0,310.0,210.0,6.5,54300.0,Petrol,7.0,366.0
GMC,Yukon AT4,5.3L V8 engine,5327.0,355.0,210.0,7.1,71505.0,Petrol,8.0,519.0
GMC,Yukon XL AT4,5.3L V8 engine,5327.0,355.0,210.0,7.3,73305.0,Petrol,8.0,519.0
GMC,Sierra 1500 Elevation,2.7L Turbo engine,2713.0,310.0,180.0,7.0,52000.0,Petrol,5.0,569.0
GMC,Sierra 1500 SLT,5.3L V8 engine,5327.0,355.0,180.0,6.8,56000.0,Petrol,5.0,519.0
GMC,Sierra 2500HD AT4,6.6L V8 engine,6600.0,401.0,170.0,7.5,70000.0,Petrol,5.0,629.0
GMC,Sierra 3500HD AT4,6.6L V8 engine,6600.0,401.0,170.0,7.7,72000.0,Petrol,5.0,629.0
GMC,Canyon Elevation,2.5L I4 engine,2488.0,200.0,175.0,8.5,36300.0,Petrol,5.0,259.0
GMC,Canyon Denali Black Edition,3.6L V6 engine,3564.0,308.0,180.0,6.9,44000.0,Petrol,5.0,373.0
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,6162.0,420.0,200.0,5.8,80000.0,Petrol,5.0,624.0
GMC,Yukon XL Denali Reserve,6.2L V8 engine,6162.0,420.0,210.0,6.0,82000.0,Petrol,7.0,624.0
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.3,28700.0,Petrol,5.0,275.0
GMC,Acadia Black Edition,3.6L V6 engine,3564.0,310.0,210.0,6.5,45000.0,Petrol,7.0,366.0
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170.0,3.5,96550.0,Electric,5.0,15590.0
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200.0,1000.0,170.0,3.0,96550.0,Electric,5.0,15590.0
GMC,Sierra Denali CarbonPro,6.2L V8 engine,6162.0,420.0,200.0,5.8,65000.0,Petrol,5.0,624.0
GMC,Yukon Denali Performance,6.2L V8 engine,6162.0,420.0,210.0,6.0,76805.0,Petrol,8.0,624.0
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,6600.0,401.0,170.0,7.5,75000.0,Petrol,5.0,629.0
GMC,Canyon AT4X,3.6L V6 engine,3564.0,308.0,180.0,6.9,50000.0,Petrol,5.0,373.0
GMC,Yukon XL SLT,5.3L V8 engine,5327.0,355.0,210.0,7.3,65000.0,Petrol,8.0,519.0
GMC,Sierra 1500 Pro,4.3L V6 engine,4300.0,285.0,180.0,7.5,37700.0,Petrol,3.0,413.0
GMC,Sierra 2500HD Pro,6.6L V8 engine,6600.0,401.0,170.0,7.7,60000.0,Petrol,3.0,629.0
GMC,Sierra 3500HD Pro,6.6L V8 engine,6600.0,401.0,170.0,7.8,62000.0,Petrol,3.0,629.0
GMC,Terrain SLT,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.4,31000.0,Petrol,5.0,275.0
GMC,Acadia SLE,3.6L V6 engine,3564.0,310.0,210.0,6.6,40000.0,Petrol,7.0,366.0
GMC,Canyon SLT,2.5L I4 engine,2488.0,200.0,175.0,8.6,38000.0,Petrol,5.0,259.0
GMC,Yukon XL Elevation,5.3L V8 engine,5327.0,355.0,210.0,7.4,75000.0,Petrol,8.0,519.0
GMC,Sierra 1500 AT4X,6.2L V8 engine,6162.0,420.0,200.0,5.9,82000.0,Petrol,5.0,624.0
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170.0,3.6,110000.0,Electric,5.0,15590.0
GMC,Sierra EV Denali,Electric motors with advanced AWD,200.0,754.0,170.0,4.5,108700.0,Electric,5.0,1064.0
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200.0,1000.0,170.0,3.0,112700.0,Electric,5.0,15590.0
GMC,Canyon AT4X Edition 1,3.6L V6 engine,3564.0,308.0,180.0,6.8,55000.0,Petrol,5.0,373.0
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,6162.0,420.0,210.0,6.0,90000.0,Petrol,8.0,624.0
GMC,Sierra HD Denali Reserve,6.6L V8 engine,6600.0,401.0,170.0,7.5,85000.0,Petrol,5.0,629.0
GMC,Acadia Denali Ultimate,3.6L V6 engine,3564.0,310.0,210.0,6.5,60000.0,Petrol,7.0,366.0
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.3,35000.0,Petrol,5.0,275.0
GMC,Yukon Trailering Edition,5.3L V8 engine,5327.0,355.0,210.0,7.5,78000.0,Petrol,8.0,519.0
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170.0,3.6,105000.0,Electric,5.0,15590.0
Kia,Rio,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,17000.0,Petrol,5.0,151.0
Kia,Rio 5-Door,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,18000.0,Petrol,5.0,151.0
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,28000.0,Petrol,5.0,264.0
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,1599.0,360.0,250.0,5.2,55000.0,Hybrid,5.0,520.0
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500.0,277.0,220.0,7.0,42000.0,Petrol,7.0,421.0
Kia,Telluride SX,3.8L V6,3778.0,291.0,240.0,7.0,50000.0,Petrol,7.0,355.0
Kia,Forte LXS,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,19000.0,Petrol,5.0,179.0
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.8,28500.0,Petrol,5.0,264.0
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,33000.0,Hybrid,5.0,265.0
Kia,EV6 Wind,Electric Motor,77.4,225.0,190.0,5.2,50000.0,Electric,5.0,350.0
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,28000.0,Petrol,5.0,264.0
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,28500.0,Petrol,5.0,264.0
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,55000.0,Petrol,5.0,422.0
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,47000.0,Hybrid,7.0,352.0
Kia,Carnival EX,3.5L V6,3500.0,290.0,220.0,8.0,42500.0,Petrol,8.0,355.0
Kia,Telluride Nightfall Edition,3.8L V6,3778.0,291.0,240.0,7.0,51000.0,Petrol,7.0,355.0
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.5,44000.0,Hybrid,5.0,360.0
Kia,EV6 First Edition,Electric Motor,77.4,320.0,230.0,5.0,58000.0,Electric,5.0,450.0
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,33000.0,Hybrid,5.0,265.0
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,25000.0,Petrol,5.0,264.0
Kia,Seltos EX,2.0L 4-Cylinder,1999.0,146.0,190.0,9.0,23500.0,Petrol,5.0,179.0
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.0,42000.0,Hybrid,5.0,360.0
Kia,Sorento LX,2.5L 4-Cylinder,2500.0,191.0,210.0,8.5,35500.0,Petrol,7.0,246.0
Kia,Telluride EX,3.8L V6,3778.0,291.0,240.0,7.0,44000.0,Petrol,7.0,355.0
Kia,Soul EX,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,22000.0,Petrol,5.0,179.0
Kia,Forte FE,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,18500.0,Petrol,5.0,179.0
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.8,29000.0,Petrol,5.0,264.0
Kia,Carnival LXS,3.5L V6,3500.0,290.0,220.0,8.0,39500.0,Petrol,8.0,355.0
Kia,EV6 Light,Electric Motor,77.4,225.0,190.0,5.2,46000.0,Electric,5.0,350.0
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,30000.0,Hybrid,5.0,265.0
Kia,Stinger GT,3.3L Turbocharged V6,3300.0,365.0,270.0,4.7,51500.0,Petrol,5.0,510.0
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,48000.0,Hybrid,7.0,352.0
Kia,Telluride SX Prestige,3.8L V6,3778.0,291.0,240.0,7.0,52000.0,Petrol,7.0,355.0
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,1598.0,300.0,235.0,6.0,47000.0,Hybrid,5.0,520.0
Kia,EV6 GT Performance,Electric Motor,77.4,577.0,260.0,3.5,65000.0,Electric,5.0,740.0
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,34500.0,Hybrid,5.0,265.0
Kia,Carnival SX Prestige,3.5L V6,3500.0,290.0,220.0,8.0,47000.0,Petrol,8.0,355.0
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,32000.0,Petrol,5.0,264.0
Kia,Forte EX Premium,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,22500.0,Petrol,5.0,179.0
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,23500.0,Petrol,5.0,179.0
Kia,Rio S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,17500.0,Petrol,5.0,151.0
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,18000.0,Petrol,5.0,151.0
Kia,Soul S,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,20500.0,Petrol,5.0,179.0
Kia,Seltos LX,2.0L 4-Cylinder,1999.0,146.0,190.0,9.2,23000.0,Petrol,5.0,179.0
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,1599.0,300.0,235.0,6.0,45000.0,Hybrid,5.0,520.0
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,47000.0,Hybrid,7.0,352.0
Kia,Telluride LX,3.8L V6,3778.0,291.0,240.0,7.0,41500.0,Petrol,7.0,355.0
Kia,Carnival MPV EX,3.5L V6,3500.0,290.0,220.0,8.0,43500.0,Petrol,8.0,355.0
Kia,EV6 AWD GT-Line,Electric Motor,77.4,320.0,230.0,5.0,60000.0,Electric,5.0,450.0
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,25500.0,Petrol,5.0,264.0
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,23000.0,Petrol,5.0,179.0
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,30000.0,Petrol,5.0,264.0
Peugeot,e-2008 GT,Electric Motor,50.0,136.0,200.0,8.5,40000.0,Electric,5.0,260.0
Kia,Telluride Limited Edition,3.8L V6,3778.0,291.0,240.0,7.0,53000.0,Petrol,7.0,355.0
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,50000.0,Petrol,5.0,422.0
Kia,Carnival Special Edition,3.5L V6,3500.0,290.0,220.0,8.0,45500.0,Petrol,8.0,355.0
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,139.0,180.0,10.5,36000.0,Hybrid,5.0,265.0
Kia,EV6 First Edition AWD,Electric Motor,77.4,320.0,230.0,5.0,62000.0,Electric,5.0,450.0
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.8,49000.0,Hybrid,7.0,352.0
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,22500.0,Petrol,5.0,179.0
Bugatti,Chiron,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.5,3000000.0,Petrol,2.0,1600.0
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993.0,1500.0,350.0,2.3,3300000.0,Petrol,2.0,1600.0
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993.0,1600.0,490.0,2.4,3500000.0,Petrol,2.0,1600.0
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.4,3300000.0,Petrol,2.0,1600.0
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.5,3300000.0,Petrol,2.0,1600.0
Bugatti,Divo,8.0L Quad-Turbo W16,7993.0,1500.0,380.0,2.4,5800000.0,Petrol,2.0,1600.0
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993.0,1600.0,380.0,2.4,9000000.0,Petrol,2.0,1600.0
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.5,18000000.0,Petrol,2.0,1600.0
Bugatti,Bolide,8.0L Quad-Turbo W16,7993.0,1850.0,500.0,2.2,4500000.0,Petrol,2.0,1600.0
Bugatti,Mistral,8.0L Quad-Turbo W16,7993.0,1600.0,420.0,2.4,5000000.0,Petrol,2.0,1600.0
Volvo,Volvo FH,13.0L I6 Turbo Diesel,13000.0,540.0,120.0,15.0,120000.0,Diesel,2.0,2600.0
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100.0,750.0,120.0,14.5,160000.0,Diesel,2.0,3500.0
Volvo,Volvo FM,12.8L I6 Turbo Diesel,12800.0,460.0,110.0,16.0,100000.0,Diesel,2.0,2200.0
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000.0,500.0,110.0,16.5,110000.0,Diesel,2.0,2500.0
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800.0,500.0,120.0,15.0,125000.0,Diesel,2.0,2400.0
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800.0,400.0,110.0,17.0,95000.0,Diesel,2.0,1800.0
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800.0,500.0,100.0,18.0,120000.0,Diesel,2.0,2500.0
Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700.0,280.0,90.0,20.0,85000.0,Diesel,2.0,1200.0
Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100.0,180.0,80.0,22.0,75000.0,Diesel,2.0,800.0
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,2995.0,335.0,260.0,5.1,70000.0,Petrol,2.0,450.0
Jaguar Land Rover,Jaguar XE,I4 Petrol,1999.0,250.0,250.0,6.5,45000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar XF,I4 Petrol,1999.0,250.0,250.0,6.5,50000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar XJ,V6 Petrol,2995.0,300.0,250.0,6.0,85000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,1999.0,200.0,230.0,7.0,50000.0,Petrol,5.0,430.0
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90.0,400.0,200.0,4.8,70000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,1999.0,295.0,230.0,6.300000000000001,60000.0,Petrol,5.0,422.5
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,1998.0,160.0,215.0,9.0,40000.0,Petrol,5.0,215.0
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.4,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,1999.0,340.0,250.0,5.4,60000.0,Petrol,5.0,450.0
Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,5000.0,575.0,320.0,3.7,120000.0,Petrol,2.0,700.0
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,5000.0,550.0,283.0,4.0,85000.0,Petrol,5.0,700.0
Jaguar Land Rover,Jaguar XE S,I4 Petrol,1999.0,340.0,250.0,5.3,55000.0,Petrol,5.0,450.0
Jaguar Land Rover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.4,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,2995.0,300.0,250.0,6.0,90000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,5000.0,550.0,300.0,3.9,110000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,1999.0,200.0,230.0,7.0,50000.0,Petrol,5.0,430.0
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),90.0,400.0,200.0,4.5,90000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,5000.0,550.0,300.0,3.9,100000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999.0,300.0,250.0,5.1,70000.0,Petrol,2.0,400.0
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,1999.0,300.0,250.0,5.5,55000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,1999.0,250.0,250.0,6.5,60000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,I4 Petrol,1999.0,247.0,225.0,6.4,60000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,I4 Petrol,1999.0,246.0,230.0,6.8,55000.0,Petrol,5.0,430.0
Jaguar Land Rover,Jaguar XJ50,V6 Petrol,2995.0,300.0,250.0,6.0,80000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,5000.0,550.0,300.0,3.9,100000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.4,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XE SE,I4 Petrol,1999.0,250.0,240.0,6.2,50000.0,Petrol,5.0,365.0
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995.0,380.0,280.0,4.8,80000.0,Petrol,2.0,460.0
Jaguar Land Rover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,1999.0,300.0,250.0,5.5,55000.0,Petrol,5.0,400.0
Jaguar Land Rover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.4,60000.0,Petrol,5.0,450.0
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,5000.0,550.0,300.0,3.9,100000.0,Petrol,2.0,680.0
Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,Electric,5.0,696.0
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,1999.0,340.0,250.0,5.4,65000.0,Petrol,5.0,480.0
Jaguar Land Rover,Jaguar XJ Supercharged,V8 Petrol,5000.0,510.0,280.0,4.2,90000.0,Petrol,5.0,625.0
Jaguar Land Rover,Jaguar F-Type P450 AWD,V8 Petrol,5000.0,450.0,290.0,4.0,90000.0,Petrol,2.0,600.0
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,1999.0,398.0,220.0,5.1,75000.0,Plug-in Hybrid,5.0,640.0
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1999.0,300.0,250.0,5.5,60000.0,Petrol,2.0,400.0
Acura,NSX Type S,Twin-Turbo V6 Hybrid,3493.0,600.0,307.0,2.9,157000.0,Hybrid,2.0,666.0
Acura,TLX PMC Edition,V6,3500.0,290.0,250.0,5.7,62000.0,Petrol,5.0,362.0
Acura,MDX Advance,V6,3500.0,290.0,190.0,6.0,60000.0,Petrol,7.0,362.0
Acura,RDX Technology,I4 Turbocharged,1500.0,272.0,210.0,6.6,45000.0,Petrol,5.0,400.0
Acura,ILX Premium,I4,2400.0,201.0,200.0,6.6,30000.0,Petrol,5.0,180.0
Acura,TLX A-Spec,V6,3500.0,290.0,250.0,5.7,50000.0,Petrol,5.0,362.0
Acura,RDX SH-AWD,I4 Turbocharged,1500.0,272.0,210.0,6.6,50000.0,Petrol,5.0,400.0
Acura,MDX SH-AWD,V6,3500.0,290.0,190.0,6.0,55000.0,Petrol,7.0,362.0
Acura,RDX Platinum Elite,I4 Turbocharged,1500.0,272.0,210.0,6.6,55000.0,Petrol,5.0,400.0
Acura,TLX A-Spec Sedan,V6,3500.0,290.0,250.0,5.7,50000.0,Petrol,5.0,362.0
Acura,TLX 2.4L,Inline-4,2400.0,206.0,210.0,6.0,35000.0,Petrol,5.0,247.0
Acura,MDX Hybrid,V6 Hybrid,3500.0,321.0,190.0,6.0,55000.0,Hybrid,7.0,335.0
Acura,RDX Hybrid,Inline-4 Hybrid,1500.0,247.0,210.0,6.6,50000.0,Hybrid,5.0,400.0
Acura,ILX Technology Package,Inline-4,2400.0,201.0,200.0,6.6,30000.0,Petrol,5.0,180.0
Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,3493.0,500.0,300.0,3.0,150000.0,Hybrid,2.0,600.0
Acura,RDX Turbo AWD,Inline-4 Turbocharged,1500.0,272.0,210.0,6.6,45000.0,Petrol,5.0,400.0
Acura,TLX 3.5L V6,V6,3500.0,290.0,250.0,5.7,50000.0,Petrol,5.0,362.0
Acura,ILX Special Edition,Inline-4,2400.0,201.0,200.0,6.6,30000.0,Petrol,5.0,180.0
Acura,MDX SH-AWD w/Technology Package,V6,3500.0,290.0,190.0,6.0,55000.0,Petrol,7.0,362.0
Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,3493.0,537.0,307.0,2.9,157000.0,Hybrid,2.0,666.0
Acura,MDX Elite,V6,3500.0,290.0,190.0,6.0,58000.0,Petrol,7.0,362.0
Acura,TLX V6 Advance,V6,3500.0,290.0,250.0,5.7,46000.0,Petrol,5.0,362.0
Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,3493.0,537.0,307.0,2.9,157000.0,Hybrid,2.0,666.0
Acura,RDX Turbo SH-AWD,Turbocharged I4,1500.0,272.0,210.0,6.6,42000.0,Petrol,5.0,400.0
Acura,ILX Technology Plus,Inline-4,2400.0,201.0,200.0,6.6,28000.0,Petrol,5.0,180.0
Acura,TLX Type S PMC Edition,Turbocharged V6,3000.0,355.0,250.0,5.1,54000.0,Petrol,5.0,480.0
Acura,MDX Sport Hybrid,V6 Hybrid,3500.0,321.0,190.0,6.0,52000.0,Hybrid,7.0,335.0
Peugeot,208,Inline-4,1199.0,82.0,180.0,10.5,22000.0,Petrol,5.0,160.0
Peugeot,2008,Inline-4,1199.0,100.0,190.0,9.0,25000.0,Petrol,5.0,205.0
Peugeot,301,Inline-4,1598.0,115.0,185.0,10.0,23500.0,Petrol,5.0,150.0
Peugeot,308,Inline-4,1598.0,130.0,200.0,8.0,28000.0,Petrol,5.0,230.0
Peugeot,3008,Inline-4,1598.0,180.0,210.0,7.5,32000.0,Petrol,5.0,400.0
Peugeot,5008,Inline-4,1998.0,165.0,200.0,9.5,35000.0,Diesel,7.0,400.0
Peugeot,508,Inline-4,1998.0,180.0,235.0,8.0,35500.0,Petrol,5.0,300.0
Peugeot,Partner,Diesel I4,1560.0,75.0,160.0,12.0,22500.0,Diesel,5.0,200.0
Peugeot,Expert,Diesel I4,1997.0,120.0,180.0,10.0,30000.0,Diesel,3.0,300.0
Peugeot,Boxer,Diesel I4,2200.0,140.0,160.0,11.0,32000.0,Diesel,3.0,340.0
Peugeot,e-208,Electric Motor,50.0,136.0,150.0,8.1,35000.0,Electric,5.0,260.0
Peugeot,e-2008,Electric Motor,50.0,136.0,150.0,8.5,38000.0,Electric,5.0,260.0
Peugeot,208 GTI,Inline-4,1598.0,208.0,230.0,6.5,28000.0,Petrol,5.0,300.0
